mint	transitions_per_hour	transition_count	grid_points
88TVpF33d29HBxKQP7pz7LqpYsTqq9hpQBphnfU8WSfT	0.00000000	0	2
8CDUV1aA8GxpKhmLMN1woi4LUHVgWcaL6fbqAsqZpump	0.00000000	0	8
8Ki8DpuWNxu9VsS3kQbarsCWMcFGWkzzA8pUPto9zBd5	0.00000000	0	3
8NCievmJCg2d9Vc2TWgz2HkE6ANeSX7kwvdq5AL7pump	0.00000000	0	2
8Pn9LpEmWNeB7fG3bJbqHABVeNAhWVSQRmBuwNhqpump	0.00000000	0	2
8PpVGHnn3fNwoydMmYinRYAX1LrKQCExjVMBMzPQpump	0.00000000	0	2
8Rds5TVH39ZDmLzWm3BpdANDjTMfYLCwS4p4MVFWpump	0.00000000	0	24
8SJDzETyshBxR33Tu543GBh3pSmzDnDV2rz6KrWUpump	0.00000000	0	2
8T5Kttew8UL9KGPGWSjfBaTmE997F7hcvH8zzKSypump	0.00000000	0	2
8TuHAfTBTMW1fJNq5bNoeX4zhk2492DNsCgVSYzApump	0.00000000	0	3376
8XtRWb4uAAJFMP4QQhoYYCWR6XXb7ybcCdiqPwz9s5WS	0.00000000	0	2
8ZNks2GH5UmNH847X5d5zg1sXJRLYqhLqzRcZPnFpump	0.00000000	0	67
8d4D4FGUrbtTDucywowRD4AnizRKCr1YZaYQ74bRpump	0.00000000	0	1
8m831UHTXzUmh69CqheBb9JWyqHPMfpe8ek6smDJAiYj	0.00000000	0	2
8ncucXv6U6epZKHPbgaEBcEK399TpHGKCquSt4RnmX4f	0.00000000	0	2
8shbZPfrjToYiiys4mQa8YyQCubsWAp46777kL9Zpump	0.00000000	0	8
8wKYixabewpkZ92HNzq8KgjHxNzF9P931HQPG22kbonk	0.00000000	0	1638
8wXtPeU6557ETkp9WHFY1n1EcU6NxDvbAggHGsMYiHsB	0.00000000	0	2
8yupJtHtBqt2TiDsTFXyyjEewbTF3XdnyivW16XBpump	0.00000000	0	2
91D9BXEGYsqjPGWNmzhSesvnz76L8nz4pSTY4FY6surg	0.00000000	0	536
96ugdN1zEe1RShH1xWsMLBbopDvS96WXfvxwRELqUwqk	0.00000000	0	2
96zMCM9nALK2cDv5p2CiDkGrgbJX9McCnQkxyBaoBAGS	0.00000000	0	2
98sMhvDwXj1RQi5c5Mndm3vPe9cBqPrbLaufMXFNMh5g	0.00000000	0	3
9AvytnUKsLxPxFHFqS6VLxaxt5p6BhYNr53SD2Chpump	0.00000000	0	2
9Bhbkx3sBxGgjkZsMSnmjamXhwGF9oeNH6WUK79c1hSK	0.00000000	0	3967
9CrY7PsMPx8pHaFKFV1Ty9CBp5GrvVT4dAanZoJHpump	0.00000000	0	12
9DpzcMeUjJKeTFAXJepmPLyUUE3Jo3M6RN5oCsGUpump	0.00000000	0	1
9GmVHN3Wfa7uUJqCf8LDxffFFi9VSFYXKt5fadu9pump	0.00000000	0	2
9He1uoAy4JVn5NGzGhokBLbhAvnEVLu1D9qFQRkMpump	0.00000000	0	609
9JuhoFkRaXiS2cjjypt2xqWAR9oDSkbz3UG1nMmWpump	0.00000000	0	2
9NdYR9tqhL4Mmx9JxUFtc4PPPxGENrVKtUWiYEBubonk	0.00000000	0	2
9PTDEZmTZg7MSjbcxpYeNXLdSofnkp1sLzZ6ESsxpump	0.00000000	0	2
9QMJMYayGxjVJNVWKLk6woRJ9Rweh63vjTVsqoBtpump	0.00000000	0	4
9QVPNLcER8kj3YBWTdyZRDDZ8EZq3dXo9a6Kwtaibonk	0.00000000	0	2
9REKEZBLTHp6oRjaQKWWg1zgjGf8FF2v3gHrYqmVbonk	0.00000000	0	2
9STxH3sUxos4T32s6CUEgDWmMQtCGdZeaKTsVFg2F9BW	0.00000000	0	2
9WdCsVHFqPvVHBK5sVtki5yBKZozUEvXwYE3DjSvr837	0.00000000	0	2
9XSm7ShcXMkNxtY8bmhb1s5Jc33S4X3KTA8KkYAMpump	0.00000000	0	1676
9ddEDdSogxN6AsteMBm18HD8hxyNe5ajevUfh8AJpump	0.00000000	0	2
9eKgXLJSPDLHWui5sbqKgvTbxh4FNusbc3Bho6ZrBAGS	0.00000000	0	2
9u5HdmkQMQ9sY3sHrVsFCd5Xw2ZjHnBjQfw8oJa79gti	0.00000000	0	95
9yED1TLmsodGmABHhcQi6wzxTEiP9SBu1YBBv7fpump	0.00000000	0	1
A73eJNCtVmWG87FA2maixSkBnG6gEhgiHAE8RYAfpump	0.00000000	0	2
AGBegePeNtnBy1xLGBDcBDjxaVHaDhvebSNMduLapump	0.00000000	0	2
ATSDwNcbyn2YDpYDiAkXmoBmUJVXbgvJWGG8cdcwBAGS	0.00000000	0	2
ATWJujBxoECpd5rYArByYowAKa21KzChpMQqhfv6pump	0.00000000	0	2
AUxGCnXceJrS9vUG3cKpxax61vpoRocMEvXAkVfipump	0.00000000	0	2
AePXzH7Hd2xEUPtdAJneXJVf5YRrdN4MiyhFRFz4pump	0.00000000	0	16
AmjfREBVFabcZmGhrtLr1S3EkNUewUBspUV8k1k2ER7Q	0.00000000	0	13
AnFdcsAnB9i8r5Bj88e2PCiD2EpycHCf5r6dco3ppump	0.00000000	0	2
Av6qVigkb7USQyPXJkUvAEm4f599WTRvd75PUWBA9eNm	0.00000000	0	8
Ax2mPSPsd4SGWFqZZsKBG5gjEx2doBkMgayHpn3Ybonk	0.00000000	0	2
B4Vegay2jJeGyXLhLVX8qaCjq6bm19v35m9UghkEpump	0.00000000	0	3
B9pmGiVoXPyPKFViY6se32qtRGX85qv4mYB7Gp1os4w4	0.00000000	0	2
BEamfAJycLnX3ij9mR22T71XWdruM1uQik8TyL3Mpump	0.00000000	0	2
BFgdzMkTPdKKJeTipv2njtDEwhKxkgFueJQfJGt1jups	0.00000000	0	2
BFuy9AJYKekZ2hik7b5mPhsunGscegi9vPY2bwzzBAGS	0.00000000	0	2
BHCgKK7dLMngMTewB23bxqPy9a3xW4ZsDh5TwbWmBAGS	0.00000000	0	2
BK7HWWSWPemAoHvwj7nzBqqR6tj4C7FxdEGcwsDpsurg	0.00000000	0	2
BLVxek8YMXUQhcKmMvrFTrzh5FXg8ec88Crp6otEaCMf	0.00000000	0	2
BMrrWQPYVRbWqW3rkv33DF1GtDYt9iZ76S6jek5uZfir	0.00000000	0	2
BNZ1fFBaYLnjaT9LbUdGRXssFbBGjWuNjGrRLqZzpump	0.00000000	0	2
BQMfwyw8ZkLzNjEyQnrwMVuV8gCQ5TbQoo1sETAjpump	0.00000000	0	5
BVG3BJH4ghUPJT9mCi7JbziNwx3dqRTzgo9x5poGpump	0.00000000	0	1619
BYSSVSLbpGPjL7cXsadKvShBXLPshzUf6JnjBd2pump	0.00000000	0	4
BZ7PxqsczvDN2EottEg6twJCUdzydcXJDVvzy2FFBAGS	0.00000000	0	13
Bb1HnSUdk1HzcQz4oi6mTdcra7vUx7YtaSuEDCVtBAGS	0.00000000	0	1281
BftUiGB2iDkNDa8AKdhtLuJHHXiUfqLvTNmiXaSopump	0.00000000	0	2
BikyCbsYXRXC8UEVobjCRFBzusgYKVFLTBHTy9aYbonk	0.00000000	0	2
BkSbFrDMkfkoG4NDUwadEGeQgVwoXkR3F3P1MPUnBAGS	0.00000000	0	2
BsGUdFxKYzgqKgXCWbRkVD6oiNBkD34T376wgNG2pump	0.00000000	0	2
BuB3kgCbMrzrfmC8gsHUsXhYD392B2Pcw574uFnqpump	0.00000000	0	2
BvWrBcNsf7NoAzYnsBi2PhcSiv33TXH6Rh6yYkVYpump	0.00000000	0	2
Bw4hEZZSz2uff9wZLdpDikgbaWSd5fTEozQkV7KApump	0.00000000	0	1312
BwUTq7fS6sfUmHDwAiCQZ3asSiPEapW5zDrsbwtapump	0.00000000	0	2
Bx3REmoo2J4t4K6JF83AbQTkY8C6G6sc7TyyaCe8surg	0.00000000	0	5197
C6pTsozfVGuJmXHkke3GTkhPeuVkPfdvjZXTDGZ4pump	0.00000000	0	15
CACTwgcGHJYMqbToxQ2uZ4qhpwArPqvHmU2pNRn7pump	0.00000000	0	2
CD6cakWRBJWto8YV2eXDhqHBVwe7dXk2uqWiwmSWpump	0.00000000	0	2
CHv6YRoDExZya65YPpTMt7RnguAqHEi9MWJvV9DHBAGS	0.00000000	0	2
CLniw6TqKcQk7hd83TQxfEkG48QL3fXAMxJRvKWQpump	0.00000000	0	2
CLpXXHUAgLPLMbMS9mJizqbAt2qp81zvG6sQ5jaQpump	0.00000000	0	2
CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS	0.00000000	0	2
CQSzJzwW5H1oyWrp6QhfUKYYwyovbSiVDKnAxNfb1tJC	0.00000000	0	2
CUsKVYprb2tA7pkbToiGEiW8JtMxvYm61b3LmKArpump	0.00000000	0	2
CWpJnPzkPjnRWKt5NJbGif5i6wvxvSKt3B1GP2JLpump	0.00000000	0	828
CjqQdDjzt1HJirMyPmzeCDKUHHL4nPGfDtoGnRJ4FrY9	0.00000000	0	2
CqvtbdMnYLT2MLoq46GKtLNaCmXo9sXbqddijXmCpump	0.00000000	0	2
Cwq13pofafd7KNbWBabULgt7QC1w53NjiPgES49Ypump	0.00000000	0	2
CxWPdDBqxVo3fnTMRTvNuSrd4gkp78udSrFvkVDBAGS	0.00000000	0	9510
CyH42t67635Z71Q5SkTvZJaX4fsRNuUzdMZjRU1Tpump	0.00000000	0	2
CyR588tL8Em6VGh8uL74rwEouf9W6QbLMXeJH6Vxpump	0.00000000	0	2
D25bi7oHQjqkVrzbfuM6k2gzVNHTSpBLhtakDCzCCDUB	0.00000000	0	2
D5eT67oTbYqbWKG9B8YZdJa3NeHuaA1ECFozEDLXBAGS	0.00000000	0	2
D5wpqW9Dc1a8JrKaxLevQ6QGWJA7v8aDjuj7xda6pump	0.00000000	0	812
D8amht4yzf2DtYUxNEsvg3xgw8u9M4u3dwUYa2qebonk	0.00000000	0	2
DHGj3hUWVnonnNL6DaNMfmKLXTQfNbdAnHUqcQ6Dbonk	0.00000000	0	4104
DHJVYXsikcimtcVo49FAZqYd1XPYPaXezYhbKArJbonk	0.00000000	0	18
DK6Eo5ooc5FLVSFn4TBJBggpQjyTj5JhoVeKkDrXpump	0.00000000	0	2
DLd6NRFoZKzouUaYXTLXLULxYahx1AygWAuNeXSBpump	0.00000000	0	4
DNEnzHLuJ1xW6V6itr5E4UVkmswJco6BjwNFBAyfpump	0.00000000	0	53
DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp	0.00000000	0	2
DY5KMtJzLMPTZ1nLSfsK5C9E9ftCqVxTNM7xjYUKpump	0.00000000	0	2
DbJEXudWtaEGKG4RJfq2LAtRc6Q71nKQxvTjT7Dppump	0.00000000	0	79
DfAx2jrcvwcqqs4vEFyh7XJA517oB6JGmDwPwRApSMEd	0.00000000	0	2
DikcJudm5KVo6y8RnNrx4b1rN1nzKns57VCZVisZpump	0.00000000	0	2
DjgujfEv2u2qz7PNuS6Ct7bctnxPFihfWE2zBpKZpump	0.00000000	0	2
Dq3Fwkvo9zC87RmZ6ZKEYiztnAyr6qX9wmYjHJgiBAGS	0.00000000	0	2
DtKyu1kSzDVxPEN4X44Z34Ma69qUYBq6PD3kBKukpump	0.00000000	0	5502
Dx2bQe2UPv4k3BmcW8G2KhaL5oKsxduM5XxLSV3Sbonk	0.00000000	0	2
DyZoWtRjbZbUUUYZVbwwWqeSdDpVEtLjFYm7LXyApump	0.00000000	0	2
E1dtJs9uY31fVJKyeekBcQD5QKw4hJcTjbYjzm3eGusB	0.00000000	0	1359
E6zfbk5cCqwZRqYqDsdbgVG3kLoWXXjQDSG22UpApump	0.00000000	0	2
EBkmYHDZxSyyodbh4D9oSxmtLv8LqpwtPdjCEpJepump	0.00000000	0	2
ECY31gWwxy4s2VnMkYhmqDkrV75KrwR2yTtsnrnSpump	0.00000000	0	2
ECvBXW3Aq9CxN8xDzxE8tm7XpP2M8UJAC4UTDSy6TRND	0.00000000	0	2
EFX6ZzKF7W4j6ZPBXmswdSRGsWYtpCo5oN253FAkpump	0.00000000	0	2
EL3WDC3rRLB9JvH6W83fskdUhc3v5Lic2VzkHd9kd4zC	0.00000000	0	2
EMKP9FV5wakvyodPh8edQW4RTSbHPrhYRDEiCiz1pump	0.00000000	0	2
EdhTCqUxXRWQcUd5Fonyz9rapHAB6mABAuVkmPrtpump	0.00000000	0	21
Eh36AX4m5CwyCHHcAy95oWRop2EMYVJbLQq7q77hsX9N	0.00000000	0	810
Eo27b2DABqQjYAU28KqYE7ybMX3sPokFgTQFJmdepump	0.00000000	0	2
ErbrU2TM7WXDwKevgTaJRLngVEoW9grVwrP7P7pYbonk	0.00000000	0	14
Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB	0.00000000	0	8502
EuVEsEEYwvuN3sz1LSpRgy8gzYufuiecAGHck6sQpump	0.00000000	0	84
EwcVckR7G28Hzzg4XxBnEC3uEYjgKx9kyLQBsbLHpump	0.00000000	0	4064
Eyy4uGeCBLV86nPkwGTy3A7p9Mdgicqq2WwroZR4pump	0.00000000	0	2
F4TJfiMVi7zFGRJj4FVC1Zuj7fdCo6skKa4SnAU4pump	0.00000000	0	1017
F6ZF3TtxMg6ZzuBR4tUocuJVDg4GbfDiP7uFoxw2Z1wo	0.00000000	0	2
F7ZvVsCQqZ6LnRuJWcuaubP8rwrgHqgXiuSnnZAbpump	0.00000000	0	2
FB2zvg1MbTh7gFdTyZTmjzZ6Zwr16UUcQsSYi9m2pump	0.00000000	0	27
FSGKyJ8f9vKBu62QTWrrrGUWaVPRe2DNiDbPYEhPpump	0.00000000	0	3
FSaJjmGcDZQDCXtqKHJYXGXEJ9gg1EKKf2pUNWMcTdVz	0.00000000	0	223
FTfaMwgskDxezC89rTqEEG8kgcAky4ejV2JciZhdpump	0.00000000	0	2
FVnMibRucqp5shxz9jvnPQHiRB7vcGQPFUxqLtDwpump	0.00000000	0	2
FW3xTfePSdMTN25s6JRjhhKVqqgvH19c1HhgbqJgpump	0.00000000	0	2
FWGWrsrvgcz1w6LjSSnuHB5y6KyWXhUKjLWhvDSJ48hE	0.00000000	0	1140
FgU8xYdT4dVB1NhZ99Ptqbqq8YNJymFn1C89PLgMpump	0.00000000	0	49
FoWN5E1QBWnuos1jL7mSwRefUW6w2pnGTjURBULgpump	0.00000000	0	2
FtTSDNLD5mMLn3anqEQpy44cRdrtAJRrLX2MKXxfpump	0.00000000	0	8
G85CQEBqwsoe3qkb5oXXpdZFh7uhYXhDRsQAM4aJuBLV	0.00000000	0	2272
GASfLqDbE8c9w8mjKknxaHeDMmdy9usGwM1GwzVJpump	0.00000000	0	1449
GGra77TZbiwUPscgxFmuC1swQDtgWMyWefeuxNrfpump	0.00000000	0	2
GJ3n4o39HNDmEznGXhDi4cGZtkNRV13BojHzhgwSpump	0.00000000	0	2
GKjAe1bQXXLoEitJYSuyw6qt97tTVoKkGEgWPEo6pump	0.00000000	0	3346
GPn79TuZcHyiA1pLFQbkoehndoFdNusSPqG1yG56pump	0.00000000	0	4
GVmGoD3iDhLGM7sHoY664k8AHQbK55G6pNQKaBZDBAGS	0.00000000	0	33
GWA9QrC6c8MUacUQd4R1phitYB1JK5ZVUpU5dEa6pump	0.00000000	0	16
GdV3Pv4PLwtNmYkbexPxaDqryW4DbqrBqUNGYLrcTsKu	0.00000000	0	2
GeiAMHnE8znvRkW1QwHKKXdAjARA9bKtPw3Z57WBAGS	0.00000000	0	2
GgBXMMKApMGKtSMwSU6Cp8Top4q7jXAHgUctNMnNpump	0.00000000	0	2
GjTbQThnnY4vGsfGsRorhoijf219Ri7zZCRszNWMbonk	0.00000000	0	2
Gka1TQEevBbVw4W9K15ER96ZzKByMTb6TBMQzWFEpump	0.00000000	0	2
GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF	0.00000000	0	2
GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	0.00000000	0	2
H3NHTe5UubHUzkFKQixGUWCDiDy8J1QnaC588H3tpump	0.00000000	0	2
HEJMsZoMiYSV6abSuh14GGG7RYEiSLrvNL6yPmzJLFwV	0.00000000	0	2
HLCJ4678oZgoRDqWwqUvWaqBcRu4Mp51eYBXiSwApump	0.00000000	0	2
HP9V5Un3uvoex7JQEyUUSiW4yb2mRmEt9Z23axW7fLSn	0.00000000	0	2
HPg1CrxMkpPeKnyniEkJX4e7zhDdWoV6b9RAQsmVpump	0.00000000	0	2
HUFomZKStV9dZtkv9bX5QXQnSrAo1QR9YW5cNo78jrGv	0.00000000	0	2
HVSbNKpf875KfaUtmguwFM5hLqD7NqBfKiQrWXAjpump	0.00000000	0	2
Haf3uzVCqBuuybJiRppFfujusE6hAtsSHg5eLBipump	0.00000000	0	2
HbPZwu7BCANS31wx35UqMBdwAyo9o9qKZ7Y7EXK7pump	0.00000000	0	186
HjAiq4V2nJ9KW363kbcVd4GhX4g7gmiRSdhWWFVmY5Q	0.00000000	0	2
Hn4MTyN495EXwNauGnTNYVrXvJoQf2R2PRpr2qL8pump	0.00000000	0	2
HpJ1uCypVkkBhiUm23Az4hrNrA55QGxKuH1m46K2pump	0.00000000	0	2
HsN9gP8FvuCnHGs31ri2FXDqRXyuX3onX1QCrE75BAGS	0.00000000	0	2
Hvcmd51zk2vVkeAkYbNgSKsAX17hof2vLsihG9J2pump	0.00000000	0	2
HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr	0.00000000	0	2
J27UYHX5oeaG1YbUGQc8BmJySXDjNWChdGB2Pi2TMDAq	0.00000000	0	2
J3ghrdgL9Su3LaT9EzjzQV46C6oVACVp2sscK5yUzUSA	0.00000000	0	2
J5KXBRvVXDvdT9ARJSCkyZDPp3Cmu2QpidgFsKk5pump	0.00000000	0	2
J7YcZVfMgpo4CR2g7VBs9EBJkJip8TArrShg1aAxjtEZ	0.00000000	0	2
J9uo1HUL3rBUx1mJzAt4eVfMMCrtvU8k3bd78dH5pump	0.00000000	0	6
NLfmP2vVArewgTgvrCSktiHmqGgpL7YAfh81MoCsurg	0.00000000	0	9
TVKv96p5SD93veeWTZzppv17r867ij6tmnDpUhZpump	0.00000000	0	2
WWtJTNTLoEfa2ZdHjJYkDRkGs1o7S5SNZZnGJ74pump	0.00000000	0	2
apyNybFiCvwaGf1MZ3GdipncwENR69StwJcJtsdpump	0.00000000	0	19
axiom1dWfDXKn6r4pn3jjaYuLTExG5TdLuAqXQohNuG	0.00000000	0	1109
dWNnyns5JwdfxMNz8NryqwH9cV22hLasJkgxUqzpump	0.00000000	0	1
eZBKg3P5nBxnDtC3AAWbM33iDp2p1HNtizyS5jupump	0.00000000	0	7881
gzkjcuXuQmifjKeuitzTPYqCEKqLRqsd5QTif5ipump	0.00000000	0	2
hJYasgUbmhiCtYKFczbjcQvANTVhwWUBBp6VQNRpump	0.00000000	0	2
k9BKDF8x9Y6nBbGVL938yPT33h4zo8p8GTsi4wJBAGS	0.00000000	0	2
kh35nynonqA4VYaoeAvn17ChrhMrWhJ26EbCayKpump	0.00000000	0	4
oPoDVfbAe6GVj6oUFbb2mJ7kUfrYDWUtMpiTRUgcyai	0.00000000	0	2
p8vYRoB8mrjrrEoyMri7A4DfaA1tZvzRxSQwpA8pump	0.00000000	0	21
pLmbt9MZnKjXnVxao9yLx8XY6Rgm399Z5EQVNZ5pump	0.00000000	0	2
pnTQ6ZdQTxb4v9PDXxi75ofy8rVfetVq8WEaiW6BAGS	0.00000000	0	24
sEKkYc9HP6B5kmcYGCLSwnuT1EQeS6aujCnrU1Gpump	0.00000000	0	15
xGQ48SWHrnEv9dqVZ2UYrcxEPi6eNX8mSXT4gPPuJZZ	0.00000000	0	4610
yPg8Hyjq446aCfQs8xRvBzs41WmSqR5b2JKBaFwpump	0.00000000	0	2
yUnpE1RmDsCgLvpqsuiug1y6UgMpscrTTkMp2bQpump	0.00000000	0	2
zGh48JtNHVBb5evgoZLXwgPD2Qu4MhkWdJLGDAupump	0.00000000	0	158
