wallet	window	side	asof_time	amount_lamports	supporting_flow_count	flow_ref	first_seen_time	first_seen_flow_ref	is_whale
36DWP52MVRDooYNrcRVDyoCh2R1fPXCYqKJQYg9pFQoE	7d	sell	1769711522	614286833034	118	3pkyinCDv2D5MqPTUe9M3eeUrnSHNS9P3FLmdkQ4viCjyJxice3irYis89cM4FMNpjYij1Q7fY9oGhvbDMBxj1ND	1769449720	2f9osB3g5rTyLNkzsLmn88tfCTpbj44ukFDMdFYAwPimrdhsprB1AVVHTDCftxfDyt1FgdepEoGS1zF9JdCd8oXK	1
36DWP52MVRDooYNrcRVDyoCh2R1fPXCYqKJQYg9pFQoE	lifetime	buy	1769643253	20000020001	1	2VgBsJqePBqSfvVAJzZZFaQ22NMFZZNoNboSqqnWHqeXxG8LwbMcyu85EJg2SiNgWBPbKVvin8rrHC33UWU44onP	1769528754	3T3qaeDqCpQ93jNFtewCjJBuNhnbKwQdeyP7xL5bXRy16xtrUZTs5SUHG9QJAtjw77LZZTzUtLkNEMkbRAvdu72p	1
36DWP52MVRDooYNrcRVDyoCh2R1fPXCYqKJQYg9pFQoE	lifetime	sell	1769603782	11225815618	1	4cNRbEezRVhfrMqRcBpiE7s7pABQTtYUKjRcaeUccoX8WzBNwR1WLTKZXWRBbkWsBb23nhtTfJNnhiw1iJGam6Un	1769443093	3RrFPqZZSvuNh7Zf1DVsdkuCf93GyhsgHLncYc4rMpfe4BBzMePW1FtsPDZAw1GNvKn9WXS8JWDo8BUo3K3oVmN	1
39q2g5tTQn9n7KnuapzwS2smSx3NGYqBoea11tBjsGEt	24h	buy	1769739747	139759236369	133	37qhJi9rAdcuDCEQGfPT3pN9286noXoi19j5f6uCMc4ngjUiusvW42mm66d8ZuJjfUnjvBisvywj3tDmUEebfyw1	1769201408	21nF78i8q1cGgsKpJiPbCCqG7DsZj6sQQ8URE9kHfQmfdu4WSWhmDD3JenenL4FTKLDaUU81g9n7yt6wWcJC9h7x	1
39q2g5tTQn9n7KnuapzwS2smSx3NGYqBoea11tBjsGEt	24h	sell	1769735623	119892595865	59	2dseGALXXpEBNBS6MCPfJ8f53mysPkgkUEF83Upbci2LXnaJqYzJYDfm1xwwkVmDiH9VzHRxWMkuzjLgFHF4s8Fg	1769195276	4Zv8S2fZViUaR1HKbZMaHJ3nmDUjFryJu2MYuMRnKKwLoxxmEFF5fyG6WPQfujn3vaQjUPdqaqGgQ8RMzzULBKEh	1
39q2g5tTQn9n7KnuapzwS2smSx3NGYqBoea11tBjsGEt	7d	buy	1769739747	669596643565	636	37qhJi9rAdcuDCEQGfPT3pN9286noXoi19j5f6uCMc4ngjUiusvW42mm66d8ZuJjfUnjvBisvywj3tDmUEebfyw1	1769449581	41gSYngDLfaf55LMht9F5nAgMgtHAifKyMMqtWmz1SyhXRZCUvtPWVsWiPnzRZ3aDyLb4cxpmbPk6e97kh2jmkV7	1
39q2g5tTQn9n7KnuapzwS2smSx3NGYqBoea11tBjsGEt	7d	sell	1769735623	710695679554	282	2dseGALXXpEBNBS6MCPfJ8f53mysPkgkUEF83Upbci2LXnaJqYzJYDfm1xwwkVmDiH9VzHRxWMkuzjLgFHF4s8Fg	1769314679	YRV6KXHX5LfYsUKT64Wy78JVC4nstvZ4TBq9JtbLrAkp253ESwoJqexwCqUCZK6i1NvQC4LBkLESZ5TBBLXZ8fn	1
39q2g5tTQn9n7KnuapzwS2smSx3NGYqBoea11tBjsGEt	lifetime	buy	1769733190	10052044280	1	2XHCQKdwd2rXFzQdqEmYg1Tz8HqM1rB7c9f1wuymrYeYPSGPV5nn5XcNLRsKmTxS5RkwMDf85RwTprDADGxSXK63	1769194616	5wK6TuT4vttL8vdr2dpmhsu1mjXpPqLk1qHyJzMRCQzDca9sCWmReSLkJRcLSkcEBMZrHD7tGLB9wabMqbc6yvAP	1
39q2g5tTQn9n7KnuapzwS2smSx3NGYqBoea11tBjsGEt	lifetime	sell	1769725489	10391075685	1	2o9qdVNypTJC12aF5hyA6x7DHQV4MYf5Z28fvMgBRS7dqtz8Vgb4YdSWHatP3NQcqX4tsjPFtR6rXokn1ASX5HeE	1769397794	3uMkH1DQmysvL7772CYnzwfaRxkz5tVk2e8YNapPkw9NeZ5bK77JAxgnPiNuSdCkjyVnEh1bymeyDm83taqLhjNu	1
3AWDTDGZiW8joyfA52LKL7GUWLoKBCBUBLUE5JoWgBCu	24h	buy	1769736789	300005155129	3	Z5PmLwSodzemBjrzFBA5977hF53fFB86N7Rht1VskGaWeVKQwXp5ncVsWrZcJof8eEMcJ6fGGpZAXDjf9EZjGhs	1769734408	3kS3DUMDor21C1jcnpLTzfGJpwDioQzmebHLeUaZN7cT2bML932gztS3sHGqHwD53Yi8yuMJNBXBkZ5ZKYXYzr8t	1
3AWDTDGZiW8joyfA52LKL7GUWLoKBCBUBLUE5JoWgBCu	7d	buy	1769736789	320008267891	5	Z5PmLwSodzemBjrzFBA5977hF53fFB86N7Rht1VskGaWeVKQwXp5ncVsWrZcJof8eEMcJ6fGGpZAXDjf9EZjGhs	1769734426	5PUn76N1FyHgouXTVXxp92jjdQxLCDuc3Fvm8VZ8HLAWe6oJoCSAUFJ8pR3M8fx3EGiyXFwwHLdoHNc2vttH32x3	1
3AWDTDGZiW8joyfA52LKL7GUWLoKBCBUBLUE5JoWgBCu	lifetime	buy	1769736789	100000830390	1	Z5PmLwSodzemBjrzFBA5977hF53fFB86N7Rht1VskGaWeVKQwXp5ncVsWrZcJof8eEMcJ6fGGpZAXDjf9EZjGhs	1769195415	5KLyWQ8NDso5LgFCujVpvZEFyAqxw3UPYbzPpTNhTKtYyuy33ZqQvTNU2yfMb7mkrEjdkh1a7jMk6LeUhXuFyQAb	1
3BLjRcxWGtR7WRshJ3hL25U3RjWr5Ud98wMcczQqk4Ei	24h	buy	1769689851	279662309031	153	5tXjMAtBaGHoqsW59mgvZ9V6u9ChkT4JCXKTdrA6oMWx3C7VXvjwFLedZjX1XBAjEu7VQ8nJPqA5czq3DVxj6okF	1769151630	2H1QmcRKbgBZa4qJQ33MThAfxqm8JhWY56LD7xJTnXmxqWt4VDs5wJtUWdzjBGNkXNsgYCPEZasARjrWt1o5XyzL	1
3BLjRcxWGtR7WRshJ3hL25U3RjWr5Ud98wMcczQqk4Ei	24h	sell	1769713688	260467394517	63	4vkNFmFXsbjUsShn3RdyvghGv4adFNvuRWo5kX4mfoDowhHPM267n94FXHJAm9VaoinbFdh2gMmV3EqGy9uxh9fZ	1769164541	2Waqw9yqx6padvgGTdFbjC6bnA2BKRRUTVZbth1mJpyszj7u7nQ5sboVtEnzG6vHVKZ4bzx3smeBd6YqXoqU5vHY	1
3BLjRcxWGtR7WRshJ3hL25U3RjWr5Ud98wMcczQqk4Ei	7d	buy	1769689851	1058334847326	612	5tXjMAtBaGHoqsW59mgvZ9V6u9ChkT4JCXKTdrA6oMWx3C7VXvjwFLedZjX1XBAjEu7VQ8nJPqA5czq3DVxj6okF	1769229440	4PvWkUSfG1uruUgXppvC1csZaJekoxC4Knjgd38CZn99TiACDVeVtqDeqmiUqz3AJP33uupm83ULjWyW2fd9XkQH	1
3BLjRcxWGtR7WRshJ3hL25U3RjWr5Ud98wMcczQqk4Ei	7d	sell	1769713688	1264564470152	338	4vkNFmFXsbjUsShn3RdyvghGv4adFNvuRWo5kX4mfoDowhHPM267n94FXHJAm9VaoinbFdh2gMmV3EqGy9uxh9fZ	1769225266	3XX2E9xKhgsuiEbDy7p43Ls9vXEY4k9DkRTHSKPsLQdJ5TfqfxRqK8TBhNzLjcTGie2b1D3h2515q1Zvkycsv86Z	1
3BLjRcxWGtR7WRshJ3hL25U3RjWr5Ud98wMcczQqk4Ei	lifetime	buy	1769665905	12019455000	1	3zG5UrwoJxjxXBWAxvvA4NsJwA2E5BL6yjWLhhYi1jTvknHDRy1NjhQFwJrEKZCsngidpwMginXBGu5TB7y2wEF8	1769138678	3XC6aWUvSHSN7rWkgiaxUUmqiZpcRBAox62yo7LyqQFSq5c64hDkSkjnNFk7QyNE1izPEXXjJTqU8W2ie3DX5E1y	1
3BLjRcxWGtR7WRshJ3hL25U3RjWr5Ud98wMcczQqk4Ei	lifetime	sell	1769713688	24723138784	1	4vkNFmFXsbjUsShn3RdyvghGv4adFNvuRWo5kX4mfoDowhHPM267n94FXHJAm9VaoinbFdh2gMmV3EqGy9uxh9fZ	1769172887	64vFV3p2PbSPyd33HS11HydE9emp7nrERYWLcfYcrdR7NqNarvc4bbyHYt88JPMoTx84ig2QFQgUDhq5iQPTzfKS	1
3H9LVHarjBoZ2YPEsgFbVD1zuERCGwfp4AeyHoHsFSEC	24h	buy	1769729592	897842354169	49	48T1DHQVctiG7MDY8Fi9NaisJbZj2iPkvUaPiapbZ77ve2UxBJhp4sp5tLrcxTBzY5JpqhfgB37xGkgPam6ap1TT	1769196919	4iXh9M8bzYy5rp4sZuHPeowNed17xmCB71Qi6xNod8VfQhUKPtQn3mWXu3mmFkPmda5mHZVWoVLcs8GmKrnqd76D	1
3H9LVHarjBoZ2YPEsgFbVD1zuERCGwfp4AeyHoHsFSEC	24h	sell	1769743536	1606820220070	69	46pn4uZxh7XfYCaTtHTSmN9xqyqTMwMu86f8TTTqoGWeLSSd7CADiUhpq4GRgFSzTdKVAjYoopi6RHaMhHbTutka	1769193695	35zP9uLUSskH6L6oyo6UdG5EFNntyXrn9YUvssgG4EGSPguX5JwsXrhZxa7X8LRZcPCDBxif1CkDxkWGuwoNjmHH	1
3H9LVHarjBoZ2YPEsgFbVD1zuERCGwfp4AeyHoHsFSEC	7d	buy	1769729592	7703686688148	289	48T1DHQVctiG7MDY8Fi9NaisJbZj2iPkvUaPiapbZ77ve2UxBJhp4sp5tLrcxTBzY5JpqhfgB37xGkgPam6ap1TT	1769213365	5NRnpokDutnma858W7z6YCGkiAhyGLrv9ifvqrKPRrBz8wuWZQSQqpXqpUzwofMzFRNnLvixkw5MTqvTSeACu98Y	1
3H9LVHarjBoZ2YPEsgFbVD1zuERCGwfp4AeyHoHsFSEC	7d	sell	1769743536	8455751756287	322	46pn4uZxh7XfYCaTtHTSmN9xqyqTMwMu86f8TTTqoGWeLSSd7CADiUhpq4GRgFSzTdKVAjYoopi6RHaMhHbTutka	1769206319	2h6dSvgsXtyfsSrHVdoWq7NCtLbmwWWVHrUpY7s7YoTxxZfofmN7zVhirzcZAcBCgzeec2Zwx9SrBkdMiWFNsmdN	1
3H9LVHarjBoZ2YPEsgFbVD1zuERCGwfp4AeyHoHsFSEC	lifetime	buy	1769729592	15002244280	1	48T1DHQVctiG7MDY8Fi9NaisJbZj2iPkvUaPiapbZ77ve2UxBJhp4sp5tLrcxTBzY5JpqhfgB37xGkgPam6ap1TT	1769139497	4QL4KZfZDtBiYfC7fEXhxqjyCfsNDy3hMGS36SeksUYxNNmJRWntDLcMVj2Q5pc9LZP3X6esEXJvagHx4sBZbWwb	1
3H9LVHarjBoZ2YPEsgFbVD1zuERCGwfp4AeyHoHsFSEC	lifetime	sell	1769743536	14717937798	1	46pn4uZxh7XfYCaTtHTSmN9xqyqTMwMu86f8TTTqoGWeLSSd7CADiUhpq4GRgFSzTdKVAjYoopi6RHaMhHbTutka	1769140860	wawgg3Nd1gxXvj3gomATanYKmntezUsPa6hKhp7qNvAfuYEUBJyzYfcvakB3KssvkdbtH8zd5oVdHZ58S4ub7Xu	1
3LUfv2u5yzsDtUzPdsSJ7ygPBuqwfycMkjpNreRR2Yww	24h	buy	1769731961	100737107279	137	4CrjBrU3cte3eEHHmYuQWrdzH3kLpL4RVQmfsjXzXsNkcPc71PECRssm3beeKrXAe7NHGmK9dZUeHxMzso9o5y1g	1769152403	2BvJHXxiFcQLVnF8Tr6zBhT1Bv6zUcbbtumYC3rvcVpuiJ94dpyidBSm2mw2VgZSqvky2dog1tc72ntbEt1yeLbg	1
3LUfv2u5yzsDtUzPdsSJ7ygPBuqwfycMkjpNreRR2Yww	24h	sell	1769732336	104939872130	75	NoAZQZSxYGFxiRrXtUXgt3vAEtAdZWB6DUCesQHFevVrqKWN5mzqcs38oy4BKeNVRMxw6qDuNwMjEH1BwzPNyiS	1769151905	4XnuDQJAkN9TR4k7Vxr2rtdMbGructX4Dx4xo79LLW2VndTj92cFhThUZYEP3hP5VfNcNY8JTvqnFrTsCXQgEiiU	1
3LUfv2u5yzsDtUzPdsSJ7ygPBuqwfycMkjpNreRR2Yww	7d	buy	1769731961	1467013038110	1222	4CrjBrU3cte3eEHHmYuQWrdzH3kLpL4RVQmfsjXzXsNkcPc71PECRssm3beeKrXAe7NHGmK9dZUeHxMzso9o5y1g	1769260383	5hwZceUeshFBSmRHSko1jA5TDqNVAAmHPLUeq5nS4HSMGTg7WXdGQYAa9TUHkTqwan4v2hbXbtY7kBikYKgk3eoE	1
3LUfv2u5yzsDtUzPdsSJ7ygPBuqwfycMkjpNreRR2Yww	7d	sell	1769732336	1684639966183	1229	NoAZQZSxYGFxiRrXtUXgt3vAEtAdZWB6DUCesQHFevVrqKWN5mzqcs38oy4BKeNVRMxw6qDuNwMjEH1BwzPNyiS	1769253839	5PKFbq9JzhKyZRC1nS9B2oBTAqxxiZU4RSjqG5ZJh5Bs4ihMnJTvwr3ATBwMjN7hdnkBSCavhkMvrQWeK4SmdvyV	1
3LUfv2u5yzsDtUzPdsSJ7ygPBuqwfycMkjpNreRR2Yww	lifetime	buy	1769432264	10010005000	1	4ujtStH89jkf7B1oq47nHdVKmoYi5BV2YZsHJJiCz9oyshV7SwKNMN5Hun1ueZp7caKWo3ZJiRk1DD4qvpX5sX4J	1769299805	SBLwWFVNLrxdr6bAMyruyBGW2Ppg6Dfok6sqh2w3vCrYS4gqGcrxaKdCuM41kQfvkHLJH1peRaWxaHU6Y9gHs4g	1
3LYtEmYerFPeXgu1c9Y4553oMk2qVdcxiwWzDjzMkwPx	24h	buy	1769671734	100840640776	53	2KLC1VNYVK8bwLmxaMvUuRXideg9buoWsMaH8r63mqeHG52gtAY2TcUwR9MFZdcRCMR6V5Xb9nYu7ACD6U7PFqMu	1769335226	3ME3WugGHHCfMrgYPRps9BmLeqPxMwdFg5TxmqNTUgzvmCGPhwB5a8Du48ij2DXYKf43XTkD19fGattJDxyEyMNh	1
3LYtEmYerFPeXgu1c9Y4553oMk2qVdcxiwWzDjzMkwPx	24h	sell	1769671736	84979577361	46	2NsGFWToKyjkYUFFuPx8brZLsx99wCRZHruoDnTmBjARNhABzhHVb8MtBsvtWQMEhiwXi19PZd4vGNP9dezAxBWD	1769335067	GyPxf8AUn9ePmrmG8itpK3zqi2S7AGkZYNZQ3qXnTqh6kVBHCPhjEAGZaGPAhjd4KdQgcM3qw95vybVZZX8vUpc	1
3LYtEmYerFPeXgu1c9Y4553oMk2qVdcxiwWzDjzMkwPx	7d	buy	1769671734	312565499700	162	2KLC1VNYVK8bwLmxaMvUuRXideg9buoWsMaH8r63mqeHG52gtAY2TcUwR9MFZdcRCMR6V5Xb9nYu7ACD6U7PFqMu	1769584174	5asJD86EZcTUoJjCGU195g4a119kR4p8UaSTYdL3RwdCc9qQVvz5VsfDLRgy95f2oVhXvzyuXZ9J8MABbZvCCndC	1
3LYtEmYerFPeXgu1c9Y4553oMk2qVdcxiwWzDjzMkwPx	7d	sell	1769671736	315484118349	198	2NsGFWToKyjkYUFFuPx8brZLsx99wCRZHruoDnTmBjARNhABzhHVb8MtBsvtWQMEhiwXi19PZd4vGNP9dezAxBWD	1769347036	2w6auyRQYvdiiLCcYLtePUrWjmVfShP8eEVvjrtkS3HmjEfhRhmNatoufsg7sQMvT1EMbXwz63d2CLmf9awFdWsY	1
3LYtEmYerFPeXgu1c9Y4553oMk2qVdcxiwWzDjzMkwPx	lifetime	buy	1769598027	10689521219	1	47EbE9bGAQrSNPATghjUNQLiNMpwEpBBve4KdLLSACjB48HoWqjFPqz1GdZNBWahpnpkosEJTUHgZTirUUmtqp9q	1769347500	4cTuhSZrCbW7CPovhP2rwL7p2MnK65zFP8yLyzkVzU4N58YHitZPDZKP8hUmCiCyjJBfCz91du9wqrTdZUmCRZQ	1
3LYtEmYerFPeXgu1c9Y4553oMk2qVdcxiwWzDjzMkwPx	lifetime	sell	1769597690	10021932630	1	3H9FeG1V14dN5c85gGATPirqBXzQqDsx8vgWHU3ThCxQeCyPVjGjuXzyh9cRpsJk8afYAYETrHS4bg3vKG31ACzb	1769597690	3H9FeG1V14dN5c85gGATPirqBXzQqDsx8vgWHU3ThCxQeCyPVjGjuXzyh9cRpsJk8afYAYETrHS4bg3vKG31ACzb	1
3bzaJd5yZG73EVDz8xosQb7gfZm2LN5auFGh6wnP1n1f	24h	buy	1769743613	106594940353	50	WiMhVBjjAgm9jqseAT2AciyRLFXYWWxSr4YtuFjfrMDT9wWCMi5eyB2qEpHUAziECvt2yruRPkWH5QLgbe1LE5z	1769210990	3SpVbjaLBuFHJymP99DJqofTKiSajdHbwgqPMBj2yoyWYx1GXw8upk23P5LuCW1mmkH4aN1fy4zEPnaZJ95EPux5	1
3bzaJd5yZG73EVDz8xosQb7gfZm2LN5auFGh6wnP1n1f	24h	sell	1769740439	62955170280	29	4kg95QuUsxLfrWJeEwGpgTSHmCrkv8LmS4VWb5SVMhUTxrMxvmGAEq4yEzHPAaak9kWWGPmQ1Uf1PBFtso1Q6jny	1769210518	57skmNoTb57TLVuVwjspw5c85SUeXv1xhbRXUBUwUDkRwLfykLoX7TBmMTWp2VjkT1AHxqY4t646d6MaFo8m2yiW	1
3bzaJd5yZG73EVDz8xosQb7gfZm2LN5auFGh6wnP1n1f	7d	buy	1769743613	743975116910	271	WiMhVBjjAgm9jqseAT2AciyRLFXYWWxSr4YtuFjfrMDT9wWCMi5eyB2qEpHUAziECvt2yruRPkWH5QLgbe1LE5z	1769364482	c879b779pZDRtbz1TbAnCdHjA9EyDeWW2hxzKMx9eGwcbSLQMarKkhPByhZPmyKt4WmJpgWg8jnacSDfMyG5eQJ	1
3bzaJd5yZG73EVDz8xosQb7gfZm2LN5auFGh6wnP1n1f	7d	sell	1769740439	552555461990	201	4kg95QuUsxLfrWJeEwGpgTSHmCrkv8LmS4VWb5SVMhUTxrMxvmGAEq4yEzHPAaak9kWWGPmQ1Uf1PBFtso1Q6jny	1769379446	3uzN9Gp3iAeM8pkFHwBrjmV8SVKnfmgDBqvkZasLUJwotyRTRsyYN5v6AeZjPrnBir2aaAMUzsDJDfqjjjJyuhf8	1
3bzaJd5yZG73EVDz8xosQb7gfZm2LN5auFGh6wnP1n1f	lifetime	buy	1769693407	10106079080	1	2yZWQ2Ah1grfzSUdHiYoSRiEVMpH2JWwKbbjz8JixBL59tUqFQJdaZfGjFjTejzW8pkWDXT9JfByiJJZr2VLunvd	1769210984	3aqx6xLwRoD5W2CK5DdqdgoQse3DViePbYLbdsDyzEY2AFNGgnYFqS2r8gxFYFBhp2upfHBxmHmpsZhHiJH6pRrd	1
3bzaJd5yZG73EVDz8xosQb7gfZm2LN5auFGh6wnP1n1f	lifetime	sell	1769651971	11610532510	1	niG1Y5ZRNG4qRg8TT7MT1ntRfzhvMVdSHTmncZVfmHPXRvD3H8guauPtq4UzuT87LmTq16j2iwMVyhG5mU6QgMy	1769210513	w4UwdcUzx8nQi4DUTunPbUJurMbrBgEnMmsAvj4sGZuecSn5nAAPnf17LiZZnwqTHgg7B7ZnE5HFLRQgqzCtAup	1
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE	24h	buy	1769735669	263437821536	418	4fid4tcwpzDPTsXzNPzSwuGfFFdVied23sNZg8FEnE2UitwLJVHq6c8v485tjwpCjAR2kJwoRvFEbbXDE7rxToBh	1769142243	VmgW8yUFqchNukMQ5GC6GPBmG2nWxCWtjJNco1gfFy3XKTbD4kmnHqNYES5jnVJYjiuj8kmpPiCyGVuzPnCPLU4	1
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE	24h	sell	1769735700	216848256564	120	7se59JRjCUwyhv4VnmW12LheLeLPPPJypgUbYUFusyawW3sxJ562CXPLmA48Ewxa8542LW9JVkQAUjreubX4Aoy	1769145457	aYEr4K7vdbofkCEFuhRqWe39euFGCDkHkeN1b3xwnczKP1eBvxXc2cph5MAt81TmpJhCEYg5jwD3hGxCRHyuwro	1
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE	7d	buy	1769735669	2624522670792	3188	4fid4tcwpzDPTsXzNPzSwuGfFFdVied23sNZg8FEnE2UitwLJVHq6c8v485tjwpCjAR2kJwoRvFEbbXDE7rxToBh	1769202643	2UPpraLLJLWTmCLiKH6br2xWUPHvkFWUYw51VTy3k6VaXo39K1QmLbjNRnhY4TPpqkdtVUqMnQyY8AyvhN6W6QkJ	1
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE	7d	sell	1769735700	2132916881910	836	7se59JRjCUwyhv4VnmW12LheLeLPPPJypgUbYUFusyawW3sxJ562CXPLmA48Ewxa8542LW9JVkQAUjreubX4Aoy	1769230569	2egJN9Ma7FE29nUSnXNeABM8Bzb8KSff4TfsHZmoSBwAzLo6hReS3wKEw2HP1wz6kQsby8qDyAdpD83XwYLTDVm1	1
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE	lifetime	buy	1769673920	20030424933	1	3pH25kMrMjh4qJ2G8n3zwfnCfPs8d8vQumMVXBob4vnSBFom6FuRjhbRkmutPdHc7Bx5TXdYoESYyesu36pg8NTE	1769280494	5a4cRzSntAFXC7uGxsY3dvWHGZ61KBKSuY1YDM4xA5W7Kmwk41oh5tGYMCNp9oQf8CHtsJNEpC2V9nBtVxRxE2xx	1
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE	lifetime	sell	1769684996	10604413457	1	5TjJEmhFYDekMGqSNZtS2LMMWH6wP9GoUkT2kzMwYLyo9gVj7ZKyRgnihfnkxafYLfvejyAvumxxW8M2xNpLJFzk	1769194746	2xd59BU1JLHp7ZpXvDswJRsGCxNKW6BsnCc9BBDF6ASsdhekBdTgjBtwkkxX58ozmgxHX42nCxCzR1ACX8w1tEfc	1
3jzHjoPKaceZjA6AqAWka7Ghw9F3w9k9cvjGTmybdioT	24h	buy	1769619459	80328173160	5	42TEuiv3jtuWqVevBy6KgvML4tuDCssvWSgPofDrVB5dKo7ybVppFuz42wnDYDNVVyKx44nmqQMGK6SFd15HSJUQ	1769448670	3DvrC993KVzrP2LZEnJSurWg4qAskPodoBacd2nPrR2jLBCkzewo8xj4L8BNQZRaRcYXEz1fGinzFE9a9pMUKioY	1
3jzHjoPKaceZjA6AqAWka7Ghw9F3w9k9cvjGTmybdioT	24h	sell	1769283005	71354707196	12	5qtiUWgmRD64tqX1BmiAeDKZQs5KFxRraSC4Gu3iY7hXp7D2CQfjHc74myKuepA9iSiKuYB9e2HpbUcGcoikGEVw	1769282935	3jcPNU55ZoMEUmysLd1UmjJZSWz2scXDa4HZLtLNo8LoVpob1vcnBWswVUTaZQ6eqo1dwDFBcQj4z51c2GSqgJS1	1
3jzHjoPKaceZjA6AqAWka7Ghw9F3w9k9cvjGTmybdioT	7d	buy	1769742815	326943775740	32	5BCGzJ1D73X3ehgybVfpiQJQGqkY2NwkSKCKZu4x6QVsAqWJdm5JFiotyvh1gFx1RR9qWNLHSF6yStKmDi4pDYSB	1769531262	4Hj5K2cMfyLdT6HUAAD3HYJ7NfGGVcbYqZL5raPhPJUYCBpFRKPQPLk4NWPHhf2FmyXRZd1CE8VWpcrmRe3Pz2AH	1
3jzHjoPKaceZjA6AqAWka7Ghw9F3w9k9cvjGTmybdioT	lifetime	buy	1769742815	30305005000	1	5BCGzJ1D73X3ehgybVfpiQJQGqkY2NwkSKCKZu4x6QVsAqWJdm5JFiotyvh1gFx1RR9qWNLHSF6yStKmDi4pDYSB	1769212724	3fEbNQ12sc5DgwFYzdLbHNSBKD9LhxFbMUDexRZkEPE9AdYsz42aAuCKTNSQqPhyXdrXL7QzV2Lp6m5PHzqtzr8o	1
3jzHjoPKaceZjA6AqAWka7Ghw9F3w9k9cvjGTmybdioT	lifetime	sell	1769742793	34724903092	1	4ydKVL47MXc82wMy44STc4rg92KU9DRBJFa4YNQJCuudjtTnQgnB6GCJGdjygGWjTH2xQ4cnz83mVsaGP4iuAcET	1769197050	3qTvshVSov5EV3Wv5agKbHMZxACKS8ipe73rLs6iK6HXdCMqkbrMjuY6SPmSLBp7CTjsGmEFGZyFH9C4U7VjiXBB	1
3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV	24h	buy	1769645917	88934745699	19	4zJqQNNRCm9HGAtDhzLKhsxKpBLspHA7pgNmSvBmjBMiC6U31gmWZaXQXXYSsVGHH1rSuRv4uEpRV4HXzBtnmG2b	1769284311	5ayRkFoqLbBMK5LweEVZw1KamtFg4qcL61HbxcA5VERCNpJZ7VQKP5R7ntHuf2hAnmCiwBXtvokWqNqDJVu7r1PB	1
3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV	24h	sell	1769488157	114669822416	39	62W9U94qSXtP5QFHwGXhu4bDhyjBXjd5y2KEhetsFmfRrA8rQ8wLH2SVuQkPc6L7VAw1zCAeYEeUsqcsMS3NqKKR	1769452185	3ZLo8xq9xroHoathaixSz6xbbaL6K68cdApEFidEkE9rBMJnm9bSdnX6wQMiKb1AL2sdQxDyWuGK4XW5uem4eUoL	1
3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV	7d	buy	1769738507	391571957742	101	ri8eNCDUgeMyhjTW78haPVNs1DKWbPFtgQWjPisjbfBNoeaXPRNoHbasTyxMV8PW1BGrs6td3omuMEcF3TrjtLn	1769445720	WYHmsJSj9QCtU88ebLPnKYSexikaDnnMYWYuLFBUJ5x3eWRa9Yuxe2UYwMnQkUKZiYSxEZ8pcgV6WtSi5RrrowY	1
3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV	lifetime	buy	1769644968	17179079080	1	352Ac1GT4xStjNxTAV1tkGtFJFHWxNcVWR9vpHd49fnHCcTFaEE77je8AUPMZNivR4domMGgFbcM3HuZ6WZ9YNP4	1769284311	5ayRkFoqLbBMK5LweEVZw1KamtFg4qcL61HbxcA5VERCNpJZ7VQKP5R7ntHuf2hAnmCiwBXtvokWqNqDJVu7r1PB	1
3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV	lifetime	sell	1769454228	15232366603	1	GUKyN9ZuKxV4UwCEPi7wTKNUwMfVTxE5ut5939GxjpvYkcTL8AwgdKqHd5EdzA1GUt1CNev9JUgqZ8xHq8zmU7L	1769454228	GUKyN9ZuKxV4UwCEPi7wTKNUwMfVTxE5ut5939GxjpvYkcTL8AwgdKqHd5EdzA1GUt1CNev9JUgqZ8xHq8zmU7L	1
3tkVLxjhxZoJLn8aRHt7yG6UjpjYjnKpaDQ1ijY6Ur6B	24h	buy	1769277715	71494637610	55	4MruAf1BHf7uB5ptwysfU4JsLV63BUACeRXam6ycc9i47Gbqy3PXB1oQbWiH2ufZD9i5pG4SU4dSZwZzNqzkDZkM	1769198081	2cT6gs115gu3Gafe3awpcFsQ5iyTqeJZ3kuFwFM9q3DKsFfd2bAVURXEK2uXpuk7ENyuve2wrZKziajcDZLnmZ5F	1
