wallet	window	side	transition_type	event_time	amount_lamports	supporting_flow_count	flow_ref
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE	24h	sell	ENTER	1769145457	50460547802	23	aYEr4K7vdbofkCEFuhRqWe39euFGCDkHkeN1b3xwnczKP1eBvxXc2cph5MAt81TmpJhCEYg5jwD3hGxCRHyuwro
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE	7d	buy	ENTER	1769202643	201208356483	179	2UPpraLLJLWTmCLiKH6br2xWUPHvkFWUYw51VTy3k6VaXo39K1QmLbjNRnhY4TPpqkdtVUqMnQyY8AyvhN6W6QkJ
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE	7d	sell	ENTER	1769230569	200974414174	74	2egJN9Ma7FE29nUSnXNeABM8Bzb8KSff4TfsHZmoSBwAzLo6hReS3wKEw2HP1wz6kQsby8qDyAdpD83XwYLTDVm1
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE	lifetime	buy	ENTER	1769280494	10008005000	1	5a4cRzSntAFXC7uGxsY3dvWHGZ61KBKSuY1YDM4xA5W7Kmwk41oh5tGYMCNp9oQf8CHtsJNEpC2V9nBtVxRxE2xx
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE	lifetime	sell	ENTER	1769194746	14537543171	1	2xd59BU1JLHp7ZpXvDswJRsGCxNKW6BsnCc9BBDF6ASsdhekBdTgjBtwkkxX58ozmgxHX42nCxCzR1ACX8w1tEfc
3jzHjoPKaceZjA6AqAWka7Ghw9F3w9k9cvjGTmybdioT	24h	buy	ENTER	1769448670	55627152180	11	3DvrC993KVzrP2LZEnJSurWg4qAskPodoBacd2nPrR2jLBCkzewo8xj4L8BNQZRaRcYXEz1fGinzFE9a9pMUKioY
3jzHjoPKaceZjA6AqAWka7Ghw9F3w9k9cvjGTmybdioT	24h	sell	ENTER	1769282935	56025366509	10	3jcPNU55ZoMEUmysLd1UmjJZSWz2scXDa4HZLtLNo8LoVpob1vcnBWswVUTaZQ6eqo1dwDFBcQj4z51c2GSqgJS1
3jzHjoPKaceZjA6AqAWka7Ghw9F3w9k9cvjGTmybdioT	7d	buy	ENTER	1769531262	216310597580	26	4Hj5K2cMfyLdT6HUAAD3HYJ7NfGGVcbYqZL5raPhPJUYCBpFRKPQPLk4NWPHhf2FmyXRZd1CE8VWpcrmRe3Pz2AH
3jzHjoPKaceZjA6AqAWka7Ghw9F3w9k9cvjGTmybdioT	lifetime	buy	ENTER	1769212724	14147079080	1	3fEbNQ12sc5DgwFYzdLbHNSBKD9LhxFbMUDexRZkEPE9AdYsz42aAuCKTNSQqPhyXdrXL7QzV2Lp6m5PHzqtzr8o
3jzHjoPKaceZjA6AqAWka7Ghw9F3w9k9cvjGTmybdioT	lifetime	sell	ENTER	1769197050	13841374898	1	3qTvshVSov5EV3Wv5agKbHMZxACKS8ipe73rLs6iK6HXdCMqkbrMjuY6SPmSLBp7CTjsGmEFGZyFH9C4U7VjiXBB
3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV	24h	buy	ENTER	1769284311	124279439110	19	5ayRkFoqLbBMK5LweEVZw1KamtFg4qcL61HbxcA5VERCNpJZ7VQKP5R7ntHuf2hAnmCiwBXtvokWqNqDJVu7r1PB
3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV	24h	sell	ENTER	1769452185	50753253951	18	3ZLo8xq9xroHoathaixSz6xbbaL6K68cdApEFidEkE9rBMJnm9bSdnX6wQMiKb1AL2sdQxDyWuGK4XW5uem4eUoL
3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV	7d	buy	ENTER	1769445720	201494365916	31	WYHmsJSj9QCtU88ebLPnKYSexikaDnnMYWYuLFBUJ5x3eWRa9Yuxe2UYwMnQkUKZiYSxEZ8pcgV6WtSi5RrrowY
3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV	lifetime	buy	ENTER	1769284311	101009044280	1	5ayRkFoqLbBMK5LweEVZw1KamtFg4qcL61HbxcA5VERCNpJZ7VQKP5R7ntHuf2hAnmCiwBXtvokWqNqDJVu7r1PB
3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV	lifetime	sell	ENTER	1769454228	15232366603	1	GUKyN9ZuKxV4UwCEPi7wTKNUwMfVTxE5ut5939GxjpvYkcTL8AwgdKqHd5EdzA1GUt1CNev9JUgqZ8xHq8zmU7L
3tkVLxjhxZoJLn8aRHt7yG6UjpjYjnKpaDQ1ijY6Ur6B	24h	buy	ENTER	1769198081	52844427463	37	2cT6gs115gu3Gafe3awpcFsQ5iyTqeJZ3kuFwFM9q3DKsFfd2bAVURXEK2uXpuk7ENyuve2wrZKziajcDZLnmZ5F
3tkVLxjhxZoJLn8aRHt7yG6UjpjYjnKpaDQ1ijY6Ur6B	24h	sell	ENTER	1769197249	51510432676	30	3eVFCpSU8mACN3WN4zCNC7MLjHsKbEW4MeKxKUyH44vRt5dCt9R3M8BW8dDYLnyy2jZFDrgaCy2R4vHcJfEut5mc
3uz65G8e463MA5FxcSu1rTUyWRtrRLRZYskKtEHHj7qn	24h	buy	ENTER	1769258865	50340010041	22	xJTRMLAc8V8XJnX7VQseB496k8Zz7dCKQwpgnEsCXnkNEcVaXw22etXhsotLFwqeuV9k99WU7FtYP8sdSUCrg1G
3uz65G8e463MA5FxcSu1rTUyWRtrRLRZYskKtEHHj7qn	24h	sell	ENTER	1769200609	51429108608	22	2VnEgUy75RoWYrWBrj36sntnvFJh7sc2Bk2PzwdUfzqi4cRGqxUqh44k3hpEYecrei6UFJ9iqUdZNJQgPGwGjgaG
3uz65G8e463MA5FxcSu1rTUyWRtrRLRZYskKtEHHj7qn	7d	buy	ENTER	1769610664	200389409535	100	2bECkVCkQmUR6g3HrsSDCyYhQyRzuVJkUaa6wv4jxBAXFE6AJdixUeeq4tNrqh96pE2G9qivKQb8vg772oLTHnSG
3uz65G8e463MA5FxcSu1rTUyWRtrRLRZYskKtEHHj7qn	7d	sell	ENTER	1769540813	200149327590	110	4T8vzNhiPvoCgqnqGdLiz97QLR8boZUy7Y4WSyXXLeVoUFZxvtWYn3j6QUvZPnaj3uTND1urjHHen8jRnXrnnhJR
3uz65G8e463MA5FxcSu1rTUyWRtrRLRZYskKtEHHj7qn	lifetime	buy	ENTER	1769194731	11013075770	1	3TiGekBE3kUt34peeA59DQZpm5Svp7zPQTNSZcLsvcmhEBpwMxN388Wgq4F8NZCrMJwVih4aQfsyFTCtTyRwSpPn
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	24h	buy	ENTER	1769196692	57625662300	7	5foxDcnU8ATUYUtwTQdUh9G9EwhfATKYZNkPSfkkoPg21CBoq33c1qQfsdCtvR17UcniJa15N5T3E6wRc2Fmb7MP
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	24h	sell	ENTER	1769221624	61051219877	9	opPEnCiQwnmpTLAXvTR12KvhbsRkoB1nNkor9vijs5owXzH99MyjZspV337BCsXtFz4fxCwPGVo8pJ6wQk8HeAz
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	7d	buy	ENTER	1769283665	212405485481	30	3B8AbddhSoW5iCi18KADoL4qubqGtypYzWx8QgmNPMLHdDiwV67ZrVvQQNfFW3mvkdycJHH5xLnR8zJ8zVMQUqaa
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	7d	sell	ENTER	1769285696	210225434622	18	4jHsstcrjd8J8udSB19dHXJjJvRT7hK4sSpXgjSfLJHfbeSwrfegnNAVLSULkPB4wSobs9Nr3YePsQyzfPSuSBi9
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	lifetime	buy	ENTER	1769173729	10225005005	1	61d3YhkYcgtCUZSZ64PX4ENEXDHRxkzDBgBEeBAXq6pC6fupeKK9v1nXiMQ7F3AmSPKMhtPJd7sJVjeG81srqykT
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	lifetime	sell	ENTER	1769221624	33259906194	1	opPEnCiQwnmpTLAXvTR12KvhbsRkoB1nNkor9vijs5owXzH99MyjZspV337BCsXtFz4fxCwPGVo8pJ6wQk8HeAz
3wjyaSegfV7SZzjv9Ut1p6AcY5ZdoZjmu6i6QPCVvnmz	24h	buy	ENTER	1769345019	50296476991	90	4fF5yjVkVJHedX2sLzW3TiCn25WL3ZhKmKATYe4qwcf179zL35Ls4d5dGc2GoJXbsVneEqsPeJT7VFYe6DLiS1hV
3wjyaSegfV7SZzjv9Ut1p6AcY5ZdoZjmu6i6QPCVvnmz	24h	sell	ENTER	1769344948	52067023071	32	4CrRHoxeBUZEXHVUL7MkQdkqH9o67DcnyZmdQieG6YNSN1B44FWQY5EVvKwHfJ2royDeMo9ASjiBXXsm1e3M4WMx
3wjyaSegfV7SZzjv9Ut1p6AcY5ZdoZjmu6i6QPCVvnmz	7d	buy	ENTER	1769424583	200087439043	474	4LFnJ5gs8NcurR75drkZomQaXSqLqWb2weYJqhi27YQvWdy9yzQn8dc9ezjrtWwBvA7odtr2YRdTxk25xbJrEcVC
3wjyaSegfV7SZzjv9Ut1p6AcY5ZdoZjmu6i6QPCVvnmz	7d	sell	ENTER	1769423692	201149918965	178	2tsFWf8UmUFLJE2WVy1RPMFS5JgnT5NuWwNiJ4c5CW9pS8W7K34vmiBXjwbJbo4hqKhBrRmB1uAYVgmmpizV12DA
3wjyaSegfV7SZzjv9Ut1p6AcY5ZdoZjmu6i6QPCVvnmz	lifetime	sell	ENTER	1769434931	10891125472	1	52pJD6EBfJeWCfYUoRL8nFhktbBi2AvQn4UnC3CTgaXbTVgyXxt7oXx5MLD7tFdSrxJxvrMQHQ2BktriosbysMmk
3xRT22ed5V6gKkR16hcL2H5GEBMu15givEH14ZsTsv8j	24h	sell	ENTER	1769661688	55306751815	2	4WuFJbxzw3ynhYGhqLeAsxWUuZpQKFc7WycjVdvX8dPrqpdMUCCoZCszSLi3CkqWHkZLVfU5sBHoUHcHAbEcjwVy
3xRT22ed5V6gKkR16hcL2H5GEBMu15givEH14ZsTsv8j	lifetime	buy	ENTER	1769603811	10206252290	1	3jBa87HUqMZJBCTYmzuutJz5TQvBh5k9PSUgW9eFHNCX7jhqUAzSiwQhkyHvnjpw7ZfgS997NDy4jz993kRYQq9i
3xRT22ed5V6gKkR16hcL2H5GEBMu15givEH14ZsTsv8j	lifetime	sell	ENTER	1769618697	11273096736	1	3yzK7gJELebgVPt7EwEhPoJ3SJR2JVJ47Hg8mmhQAREQq6mgmwJkrgYcqU9bs8aroJW6TauTTiAanoxy1UoHE36F
48kx1v5iNdpwmWKAcfwNKL8brRCZqATJrmrCAw8wnN29	lifetime	sell	ENTER	1769678897	19491661832	1	5EGKsCgQuC29hj49cvFd6kF4sw3uhrrxb1TnHyuStMUL6QV2hysyJibTQWKKMLiGrsT6JmUcg2Cpi5ZsTwdttr9s
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk	24h	buy	ENTER	1769185570	50544790550	36	85LJsAfuJx8wbZs8SuRNxTxYZDwU933HdQ5Z9efoM3SPWbizDLRLJJLza5cvCwJYAZtdeuoT6GVjNZbRET7Ydw9
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk	24h	sell	ENTER	1769182833	52269988231	16	41NukR8khrEW11GtnHPLf23uAjTi3dNBoopckrj2yzty3Rt4QkJT7A3dYUki27Cfga6QbU84uYnbvuKfpj5rtppy
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk	7d	buy	ENTER	1769263390	200182012174	138	PBkS8y459qmGLdSCLcq5esSMsabohT9UcM6upxxDNDuxhWk9oWBN7vUpiVkoR9j9TQTjYpDJzQ9Za4tk7kpugae
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk	7d	sell	ENTER	1769195291	202305955111	65	kYp1FtDXTSEpUYZrfXgDkq9V4LP3XP9E9urAWQuDn898JqJYWYbzg97Xev4UbpcdP3c7NZNMwgPQECcJNjfuD4i
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk	lifetime	sell	ENTER	1769447015	10771586852	1	2dHbTviLmkgAQnNXsnRe6Ab2eCzgb3aMZcyLau7mvhte1y9BkmJf3MowhJKviJ5YBJDmeHz9BbacS4VgeTZWDnJm
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t	24h	buy	ENTER	1769285520	50004832922	3	4gvFubJuquxDuoAeeSQnLZfhJX94DePe5XWxZBPiK7n91VhcWi6JMqEg8A4MzYXMtLvbPPZcUXAeYe6cp3HKjAA3
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t	24h	sell	ENTER	1769567412	174066411753	1	2qygGkimqGhLH4Zqe13fzvLwur43hh9iLq9rc3gKdb84XG2VTUXxefResVqMvCRqTPLeWfYuUNm6oBp8q3GiCJBw
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t	7d	sell	ENTER	1769567412	220410422887	2	2qygGkimqGhLH4Zqe13fzvLwur43hh9iLq9rc3gKdb84XG2VTUXxefResVqMvCRqTPLeWfYuUNm6oBp8q3GiCJBw
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t	lifetime	buy	ENTER	1769256602	35002291743	1	4HLwihy9ViDn3SrS4AsuDbHvqPrQSzMkAJZb2Kqy5EUpLcNbxKyC1KZAUuk1xJnpBJCNXsgVAGz79mQ7v1AC3B37
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t	lifetime	sell	ENTER	1769288644	46344011134	1	4ik3JzqDzxD3XPgBEnXP7T9NigUGQMgJFUfuipgCnFvQetfqL7GoEyeMVcKebSUJBpUqtRFwbZxwJNNj1AiU5NqA
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	24h	buy	ENTER	1769187196	52308375900	11	4curBCfGhCiocVVmZpacYmur8tdS3QQ4qgBVbAh8L8p4Xivmq4efo1HTkDcx9popoz9G8ptmfu8YgCd1cDRPSmA4
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	24h	sell	ENTER	1769200910	51896748136	9	EeveQLbGS4VuSdSHxQFaVXeWMG6R7qAiGzAT5SuTd3LuCBjPzFhkigbVZsSMmKmnweDg4dJjD1SMwfrtQnrv8V1
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	7d	buy	ENTER	1769445502	201791186780	45	5nk2bVdzM6bpbzjK2XFoHvmVZLkTAqsHVbGnrsGMDu1EBsZzR4XiBZfd1R9svLMBBX1gmiv15gEzZ4cuU6rGN77u
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	7d	sell	ENTER	1769377782	200235463157	39	26HKbe6vXgjWnSRyyzeUXiouYPfXXrvBYm3Z9yUQGuew5jnV1Ngi4WJzv2dezARYd3y1znZLqVQTpgwmjzvk3uZY
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	lifetime	buy	ENTER	1769142969	10032079080	1	54H4rvxC5mbXyK6TepB6snyou1sjVcPJJqz9Bop17TKyuuas6H27BrfMPCxuXn6N2qxkMXAUctRjnXgSMy8n96q6
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	lifetime	sell	ENTER	1769186243	11222018406	1	5Nsayk2jmxi58w7mG6p8nPeMfFFCGUvMVmnaYmf6xx2vEy6Q38NC5CasywZbaEsgFaWPYvNop1Ar18yJFtowpENu
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh	24h	buy	ENTER	1769236626	50265085799	69	4xJojdELNsFtDpUdPZ5KTn6eAHounv14EJr3XtExkzKTEoXez58xdUqSdEFRXzs3sypttHKC4ZAzK7Dnybx55znL
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh	24h	sell	ENTER	1769236633	50778058384	38	5LLVYuJzpK7eQNCXeoZTAyf6w9Re6nfstFVJL62CRNXJ4BZu9u95MLXARSNP1Xn2gy6TCnYV9L1HXn6rEHT5k9Px
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh	7d	buy	ENTER	1769354046	201515320909	224	56yQ4cKVRDzsruwcvPVWR4e4NC1PTg3s7dnXVqyRNgFNsWPj95b2VjTnWyLSCxdhj3MZMMiZnA88NQ3y31JCqEZW
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh	7d	sell	ENTER	1769354023	200440613825	97	RRBv4QDtgQFMja8sFvJVmUxsHygphiLRLDMReqQfFiqFpc24bjuKZ5DDJZ9MVqEe2Ch39QGFUcUNhtVegqjpos9
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh	lifetime	sell	ENTER	1769408160	11348150752	1	4AeYATN5QJmPKzWrXbwco8z6Zaz8DnWXTAyyZXN7VZExAuq8epvSfCLTrKTyQZ6WZTQUNQbQrDA58th55iDqndEw
4Ff9dbi9L93qMvevpESY4YLHtdqTd8Yj8jXj3VwCNY4g	24h	buy	ENTER	1769447983	50188166695	38	3RkWVgQvsxJ52nJhpNDqMdeEuCoeHAuFuXcxv9JQ6FKYnUmJ8StuzDJYCZj1QNCkvsJTEZSe9hcDoURYerkA6Rjg
4Ff9dbi9L93qMvevpESY4YLHtdqTd8Yj8jXj3VwCNY4g	24h	sell	ENTER	1769448897	50402584246	45	4MVdoPPtyNjYfftjFFoJ4pfFMhiqic5xg1kq9ekpRbXj8HrdhbZ1DT1aG4YAGNQ4C3yHcRKUscSVPdMiJEUw2xPc
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	24h	buy	ENTER	1769186545	51368069251	15	3GVLuBc4wXJoSH6ozjrjN6WL2zHb1e5KjURyr87uinstVzuxGLZecWbxkse16pnAGcLhE2nGfyXbcvqAoAUnMMAS
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	24h	sell	ENTER	1769186961	51025296565	14	3YijP2a83yXZN62AB44oN1CzgmyiRPqjT9ZEpuB252aMPFyTVvMzXPDwCdawT2gTCknQAuKKiDQteiRbDP4427eW
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	7d	buy	ENTER	1769292247	201352861805	50	JzcMypV7rGwWy9wkgPajTR4SWztMyq77AXHoNbuLDAzGtbzmqnRKJcrdzxTw4WYpAUKeP42pL21VdfxT2AijMAv
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	7d	sell	ENTER	1769292424	201117189187	60	ZS4wXGRVjR9iNtQZa87JfKfbM2ie41srh3mAuCSW9M3RnBmn3KmZ73qb14Fhzo9WgW35E7qJib7sEeB5wDycKM3
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	lifetime	buy	ENTER	1769182980	10002005000	1	3u3CnMewWMq4stmaKQksS2hTY8tm74HakyLCaVNn8kt15NKUtvQ6g2Xn2HpRGMfQAGkumxdqVrwowcCnbxHn1C57
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	lifetime	sell	ENTER	1769195349	16827405128	1	5dFkKuadnhtobvGZPyr23X9QtRaRpT5T4C3e1P31YgjcGHBFcZgmTGySiTQRHDBPqbSkH4sbNF7wmw8fag1Cd8oJ
4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL	24h	buy	ENTER	1769357836	50900220906	72	4CGM93m3DgACzh5ZJxf7n2T7Xnb8HCYuoyq1yF8Wq8j4GchuiYsp8KYowVR4guuZxWqXUgKn1caLwwgR7TbuCRqL
4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL	24h	sell	ENTER	1769347258	50773096382	56	45UzjonfZC9dUqg5cJUSY5M8uPB8UKUN9guAZ51giEbCgVaZqHw26G77wwzwnddAnyMiEKW8j8cYuTWFNZoSfnkz
4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL	7d	buy	ENTER	1769606214	200617985260	252	3ncNQp8zSgrNHHoaXLWfbc3atypQuv9BB5KC35zFethnWC8ic49mdJpfu3ZMBNftArANkx9nU9xz9gAkGPjYmYtJ
4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL	7d	sell	ENTER	1769468849	200054241673	200	5sP6p6vHMAGmRK4oaENYjgEbYnFpyYTLrDz9wUk3KB2uFQU5W27i9LqY4PhitN9BYJHPc1u6hMaLD2fKszqofG9G
4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL	lifetime	buy	ENTER	1769684124	10004044280	1	53K8eSppUZLRkWuSU5iVumq9Vw7H9kxwgpyV7PmqfFPJmeDGBbVdgVJacDWEdMkCjtco78nvAFCEdpQRmSAwgypg
4TS24wgLBMucbZt7zqhM3KakXwdNTT2ECxDXEpsn5AhZ	24h	buy	ENTER	1769529470	51452805867	26	5fMvWypTKkL3PzuWNdoeXvWjytYeJujN8opgVsCXLxtXE4hCW5JJtuJLyjgY1Vq3aB2UauMPrfLheCZ1rCGo2Q1c
4TS24wgLBMucbZt7zqhM3KakXwdNTT2ECxDXEpsn5AhZ	24h	sell	ENTER	1769527871	50118720739	33	55HWQb2Tccx56cqqgFf2uumZdbZwXeRLBLLqGvi4oy9bbboTReuuv6ANmHKsQeCaKLDfTUP9y1ZNtacctgCCvymR
4TS24wgLBMucbZt7zqhM3KakXwdNTT2ECxDXEpsn5AhZ	7d	sell	ENTER	1769729292	200068815329	115	4rCUfGtxwAJKXRGtkakraorKXh65ZgPU4WgVVdPCLuaDNGk7Pin5qseRWQsgFZzB3UFoyprCfvE5GktJtYSqk8if
4WPTQA7BB4iRdrPhgNpJihGcxKh8T43gLjMn5PbEVfQw	lifetime	buy	ENTER	1769565042	15002114842	1	4GVfyTxQEUzaWwi2PoQX8JzxCo6bNzuCX97rdkP9kRXLgXJetEj1k6cdASdQUM7u3jDVQ1mPUgsH6Z4F2qCubLsJ
4WPTQA7BB4iRdrPhgNpJihGcxKh8T43gLjMn5PbEVfQw	lifetime	sell	ENTER	1769653639	22717394131	1	bk2m4FFrwvwFoWRRWxPjtokFWUKRkbhLHe3KNzRqHLKwQVyesFBJGBcRPR9K8TDDSVxSrLPW1afKLAxMEWeDiSG
4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8	24h	buy	ENTER	1769263687	53560875861	23	AjdAiefAfZ3NMVnWbashXyRaFsMWfNstYQXfAthPoKLADfb1zPkdKKfUWhbPSgYr8CVm7KvaAviWqHVkeLYns7F
4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8	24h	sell	ENTER	1769256907	50803984192	17	59AWYUVGQ4AZLEnkTw5LxbmwWrM9BSHJHkoMfnw8wHrji6BugVQ2pW6MJwdCoXdeuZK27DJEGUvDQeBy4So8FhZ2
4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8	7d	buy	ENTER	1769331211	201739152404	94	QianGiDGvLTosV3VJEYPEs7zShkTuJ7oPrJT36ySwVauEgJgmG2fwoa1FNGGxhdsvExzrNz6LzNuMku419SJHY3
4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8	7d	sell	ENTER	1769329042	205838085867	68	42aJqwvehtUzAxJQ26y72ui1ii7eH55KRvYbrLcZN25h3UKaFUWq8nRpQEDArib3zpUBUAbnaHPussWFEH7hFy1z
4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8	lifetime	sell	ENTER	1769345674	11998619907	1	3eHJhTWwG4m24HEpMx2QmUH7s3NSdhp77DGSQ1nisRi3Lod2f3uD1JjB5UJtPUPPudejgYKNPDiHTvX1YtuX61Cg
4cXnf2z85UiZ5cyKsPMEULq1yufAtpkatmX4j4DBZqj2	24h	buy	ENTER	1769171013	50409976070	18	38tbU5k3hWncQivpN9rPm3wyHhrBZcxvvLgw2M6jqeMrgwzgYaMhWVMLpCRT5F3Vr1VyuczkRkotuCeNDKouM12j
4cXnf2z85UiZ5cyKsPMEULq1yufAtpkatmX4j4DBZqj2	24h	sell	ENTER	1769175739	51893637072	16	4FXiuPw6FCJYWkyuGTrLKS4pDSeUgTotr9cgC8pmXUcuFasu1aZBRvLqAuujJLb2QGwPFmd4nNqvEMeKAjRE89qd
4cXnf2z85UiZ5cyKsPMEULq1yufAtpkatmX4j4DBZqj2	7d	buy	ENTER	1769190091	209699807863	57	2YE9qrKKBn4daHEznYTY3C2HkLX9Dod6nfiyEFaADJN79FHXsmqFgNHx1pBNMejAXURFJizSEcz55qxXaGLqSz9j
4cXnf2z85UiZ5cyKsPMEULq1yufAtpkatmX4j4DBZqj2	7d	sell	ENTER	1769194307	200557738812	62	28Vu4NL1CZ4taE41LQwWGs63WcHFT394hKsc3XWZ4v8KQFcZUjRxSYuYtZcNwd7SUHxY2v9SJ3Ko1UQk5TVCWfsW
4cXnf2z85UiZ5cyKsPMEULq1yufAtpkatmX4j4DBZqj2	lifetime	buy	ENTER	1769158778	10032827694	1	66JJ8BASP9LUz9eSyfnhHR7uMzgk25QwmTUwEun6vo4LtNP3eNZPvs2NCFBRK7RpfLfSsLHR3WPdTWRVoDZvT74U
4cXnf2z85UiZ5cyKsPMEULq1yufAtpkatmX4j4DBZqj2	lifetime	sell	ENTER	1769164452	10035496095	1	3U6JUXikzHEaHMjiV9VPaUaX6m3K2TUdiqFQJKzTAKjTf9vXu3cgAm1rPjx8ZSHdE6jPqDUmqYoELqVLkBou14eu
4fZFcK8ms3bFMpo1ACzEUz8bH741fQW4zhAMGd5yZMHu	24h	buy	ENTER	1769377091	63688936211	24	wL4p1Xg1Ay5NVhi4nbaKmm8KNm8RtKNVqJFWiBPAZLfvqHBBZ6JQ8kqPDoSko1dGx8LbXb1MexPMyUPDCLoQMhC
4fZFcK8ms3bFMpo1ACzEUz8bH741fQW4zhAMGd5yZMHu	24h	sell	ENTER	1769377106	63444618875	23	Lgm4rAWZY7r3rHFXH1KUmKWvF5QjDiK8t1npYi6GMqKaQhhmgXaBrWPPE1eWRFRhBXYzpKNvq1DFeXnFEZJ17Su
4fZFcK8ms3bFMpo1ACzEUz8bH741fQW4zhAMGd5yZMHu	7d	sell	ENTER	1769633749	204361110833	58	41aGtBPpJrFfWppY2DWz2bCcFgumZksAQ1HYH29x9xyf1K1b2i78ZqsjqGb9HvQ1DywECKpPcodu6kr1Uv4YYpgp
4fZFcK8ms3bFMpo1ACzEUz8bH741fQW4zhAMGd5yZMHu	lifetime	buy	ENTER	1769377091	30010778973	1	wL4p1Xg1Ay5NVhi4nbaKmm8KNm8RtKNVqJFWiBPAZLfvqHBBZ6JQ8kqPDoSko1dGx8LbXb1MexPMyUPDCLoQMhC
4fZFcK8ms3bFMpo1ACzEUz8bH741fQW4zhAMGd5yZMHu	lifetime	sell	ENTER	1769377106	26991842677	1	Lgm4rAWZY7r3rHFXH1KUmKWvF5QjDiK8t1npYi6GMqKaQhhmgXaBrWPPE1eWRFRhBXYzpKNvq1DFeXnFEZJ17Su
